date,open,high,low,close,volume
2025-01-21,198.29339931939404,201.50082353528188,197.0980685764286,197.27737426757812,29971300
2025-01-22,198.28342571973468,199.6978841991253,196.75939576380796,197.5961151123047,26200600
2025-01-23,197.36703633289733,199.51861361447575,194.4385031217372,197.20765686035156,26951400
2025-01-24,197.32718592161126,200.11625050908367,197.22756995808922,199.428955078125,23877500
2025-01-27,191.65938720339696,196.11195036774717,189.98593319836488,191.0617218017578,41728900
2025-01-28,191.99806124313736,194.71740695981467,189.9361292430902,194.53811645507812,24157900
2025-01-29,194.7970833042233,196.0222806001553,192.6753879484473,194.64767456054688,18218300
2025-01-30,197.22758104242592,200.61431120284323,196.89886658344366,200.0863800048828,24354700
2025-01-31,201.21196665384008,204.6783863780237,201.0127499247283,203.22409057617188,32001100
2025-02-03,199.90707487204236,202.9551348332388,199.31938021531738,200.44496154785156,27838300
2025-02-04,202.59653399897414,206.2422592489475,202.0187948719897,205.5748748779297,43856400
2025-02-05,190.32460742693195,191.998046136523,187.29645852491726,190.58358764648438,70373900
2025-02-06,188.7607254709797,191.35058847007514,187.98376961110344,190.8525390625,29297400
2025-02-07,190.3046897826863,190.43417229867478,182.52516013677956,184.61695861816406,49315000
2025-02-10,186.61912556239702,187.46580046504565,185.13493280467802,185.7425537109375,23105600
2025-02-11,184.3081687207876,186.21072116923287,183.56109458441756,184.5970458984375,21239500
2025-02-12,182.5052293386179,184.38785552440282,181.12065256917043,182.89370727539062,22072600
2025-02-13,183.6009416706382,185.5532868448968,182.42553716023775,185.41383361816406,21402500
2025-02-14,184.3380502737544,185.67281908148942,183.60094685418304,184.50738525390625,20448400
2025-02-18,184.87594800082087,185.23454418579348,181.03100592832718,183.05308532714844,29916700
2025-02-19,183.35192561125757,184.73650242741212,182.8737872119756,184.5472412109375,19549400
2025-02-20,184.07906552714084,184.587070455128,182.00717815142445,183.83999633789062,20441500
2025-02-21,184.42767889722575,184.61694009305896,178.38136734197036,178.9591064453125,35199200
2025-02-24,181.28003655625,182.40561792977684,178.19212401815724,178.55072021484375,29854200
2025-02-25,177.3454308360551,178.04271218366185,174.0085088406691,174.73565673828125,41913400
2025-02-26,174.3870043035156,175.39305850492968,170.91061441664831,172.05612182617188,35431300
2025-02-27,173.31123936714644,173.87900779159736,167.28483845921406,167.8426513671875,39991000
2025-02-28,168.02194319125016,169.94442183496423,166.11940597917265,169.61570739746094,48130600
2025-03-03,171.2592638730811,172.69364861452485,165.28267091657344,166.35845947265625,40770500
