date,open,high,low,close,volume
2025-01-21,427.04974598441896,427.74460185190514,422.4834247796493,425.3621826171875,26085700
2025-01-22,434.3558409675422,443.9947282693763,432.8072669314077,442.9325866699219,27803800
2025-01-23,438.76337163669416,443.4785888658215,438.26703298099653,443.4388732910156,18389300
2025-01-24,441.9002090925553,443.37928850377745,438.16773293128523,440.8082580566406,15549500
2025-01-27,420.90507512895306,432.01313557520695,420.39880005578783,431.3778076171875,35647800
2025-01-28,431.4175234893937,445.0966142937209,428.2211016468738,443.9252624511719,23491700
2025-01-29,443.41900040059096,443.60761150041753,437.17505205552743,439.0909118652344,23581400
2025-01-30,415.7034295288443,419.7634757332681,410.1345248522129,411.95111083984375,54586300
2025-01-31,415.911907348454,417.60937689111034,411.87170384291437,412.0205993652344,34161900
2025-02-03,408.5859935358612,412.368091725276,405.6675197732108,407.9109802246094,25679100
2025-02-04,409.6679752687522,410.8889791877868,406.739565274027,409.3503112792969,20532100
2025-02-05,409.33049175194867,410.7996347714461,407.3947588943965,410.26361083984375,16316700
2025-02-06,410.9684054782215,415.1376622891217,410.9684054782215,412.77508544921875,16309800
2025-02-07,413.4302096384315,415.58430218979566,405.1115698860282,406.7494812011719,22886800
2025-02-10,410.6804954197058,412.41768060214906,407.91094771202364,409.201416015625,20817900
2025-02-11,406.64031711794166,409.4694230026259,406.30278019920314,408.4271240234375,18140600
2025-02-12,404.22806155020925,407.7421472112012,401.40886202523427,406.044677734375,19121700
2025-02-13,404.0196057632089,407.99031441935836,403.38427783705555,407.53369140625,23891700
2025-02-14,404.80385028408716,405.91564391864586,402.9078331667541,405.43914794921875,22758500
2025-02-18,405.01228421128855,407.59325090478893,403.52326846051176,406.6402893066406,21423100
2025-02-19,404.89319663470326,412.44745587382107,404.66486996411237,411.73272705078125,24114200
2025-02-20,413.0755545581438,417.07410775463984,410.3402184035009,413.91107177734375,23508700
2025-02-21,415.11458446579724,415.8207899827264,405.71499358869687,406.03326416015625,27524800
2025-02-24,406.3316636333371,407.1870631835248,397.1906661264377,401.845703125,26443700
2025-02-25,398.9612079589026,399.77684273234365,394.58467628789543,395.77825927734375,29387400
2025-02-26,395.8876811696496,401.4478696916858,392.1477210913464,397.5985107421875,19619000
